id,Expected
812,0
813,0
814,0
815,0
816,1
817,0
818,0
819,0
820,0
821,0
822,0
823,0
824,0
825,0
826,1
827,0
828,0
829,1
830,0
831,1
832,0
833,0
834,1
835,0
836,0
837,0
838,0
839,0
840,0
841,1
842,0
843,1
844,1
845,1
846,0
847,0
848,0
849,0
850,0
851,0
852,0
853,1
854,0
855,0
856,0
857,0
858,1
859,1
860,0
861,0
862,0
863,0
864,1
865,1
866,0
867,1
868,1
869,0
870,0
871,0
872,0
873,1
874,0
875,0
876,0
877,0
878,0
879,0
880,1
881,1
882,0
883,0
884,1
885,0
886,1
887,1
888,0
889,0
890,0
891,0
892,0
893,0
894,0
895,1
896,0
897,0
898,0
899,0
900,0
901,0
902,0
903,0
904,0
905,1
906,1
907,1
908,0
909,0
910,0
911,0
912,1
913,0
914,0
915,0
916,1
917,0
918,0
919,1
920,0
921,0
922,0
923,0
924,1
925,1
926,0
927,0
928,0
929,1
930,0
931,0
932,1
933,0
934,0
935,0
936,0
937,1
938,1
939,0
940,0
941,0
942,0
943,0
944,1
945,0
946,0
947,1
948,0
949,0
950,0
951,0
952,1
953,0
954,1
955,0
956,1
957,0
958,0
959,0
960,0
961,1
962,1
963,0
964,0
965,0
966,0
967,0
968,1
969,0
970,1
971,0
972,0
973,1
974,1
975,1
976,0
977,0
978,1
979,0
980,0
981,0
982,1
983,0
984,0
985,0
986,0
987,0
988,0
989,1
990,1
991,0
992,0
993,0
994,1
995,0
996,1
997,0
998,0
999,0
1000,0
1001,0
1002,0
1003,1
1004,0
1005,0
1006,1
1007,1
1008,0
1009,0
1010,0
1011,0
1012,0
1013,1
1014,1
1015,0
1016,0
1017,1
1018,0
1019,0
1020,0
1021,0
1022,1
1023,0
1024,0
1025,0
1026,0
1027,1
1028,0
1029,0
1030,1
1031,1
1032,1
1033,0
1034,0
1035,0
1036,0
1037,0
1038,1
1039,0
1040,0
1041,0
1042,0
1043,0
1044,0
1045,0
1046,0
1047,1
1048,1
1049,0
1050,0
1051,0
1052,1
1053,0
1054,0
1055,0
1056,1
1057,0
1058,1
1059,1
1060,1
1061,1
1062,1
1063,0
1064,1
1065,1
1066,0
1067,0
1068,0
1069,0
1070,0
1071,0
1072,0
1073,0
1074,1
1075,1
1076,0
1077,0
1078,0
1079,0
1080,1
1081,0
1082,0
1083,0
1084,1
1085,0
1086,0
1087,0
1088,0
1089,0
1090,0
1091,0
1092,0
1093,1
1094,0
1095,1
1096,1
1097,1
1098,1
1099,1
1100,0
1101,0
1102,1
1103,1
1104,0
1105,1
1106,0
1107,0
1108,1
1109,1
1110,1
1111,1
1112,0
1113,1
1114,1
1115,1
1116,0
1117,0
1118,0
1119,1
1120,0
1121,0
1122,0
1123,0
1124,0
1125,0
1126,0
1127,1
1128,1
1129,0
1130,0
1131,0
1132,0
1133,1
1134,1
1135,0
1136,1
1137,1
1138,1
1139,0
1140,0
1141,0
1142,0
1143,0
1144,0
1145,0
1146,1
1147,0
1148,0
1149,0
1150,0
1151,1
1152,1
1153,0
1154,1
1155,0
1156,1
1157,0
1158,1
1159,1
1160,0
1161,0
1162,1
1163,0
1164,0
1165,1
1166,1
1167,0
1168,1
1169,1
1170,0
1171,1
1172,0
1173,1
1174,0
1175,1
1176,1
1177,0
1178,0
1179,1
1180,1
1181,1
1182,0
1183,1
1184,0
1185,1
1186,0
1187,1
1188,0
1189,0
1190,0
1191,0
1192,1
1193,1
1194,1
1195,0
1196,0
1197,0
1198,0
1199,0
1200,1
1201,1
1202,1
1203,1
1204,0
1205,1
1206,0
1207,0
1208,1
1209,1
1210,0
1211,0
1212,0
1213,0
1214,0
1215,0
1216,0
1217,1
1218,0
1219,0
1220,1
1221,0
1222,0
1223,1
1224,0
1225,0
1226,0
1227,0
1228,0
1229,0
1230,1
1231,0
1232,0
1233,0
1234,1
1235,0
1236,1
1237,1
1238,0
1239,0
1240,0
1241,0
1242,1
1243,0
1244,1
1245,0
1246,1
1247,0
1248,0
1249,0
1250,0
1251,0
1252,1
1253,0
1254,1
1255,0
1256,0
1257,0
1258,1
1259,1
1260,0
1261,0
1262,0
1263,0
1264,0
1265,0
1266,1
1267,0
1268,0
1269,1
1270,0
1271,1
1272,0
1273,1
1274,0
1275,0
1276,0
1277,1
1278,0
1279,0
1280,0
1281,0
1282,0
1283,0
1284,1
1285,0
1286,0
1287,1
1288,1
1289,1
1290,0
1291,1
1292,0
1293,0
1294,0
1295,0
1296,1
1297,0
1298,0
1299,1
1300,0
1301,1
1302,0
1303,0
1304,1
1305,1
1306,1
1307,0
1308,1
1309,0
1310,0
1311,1
1312,0
1313,0
1314,0
1315,0
1316,0
1317,0
1318,0
1319,0
1320,1
1321,1
1322,0
1323,1
1324,0
1325,0
1326,1
1327,0
1328,1
1329,1
1330,1
1331,0
1332,0
1333,1
1334,0
1335,1
1336,1
1337,1
1338,0
1339,0
1340,0
1341,0
1342,1
1343,1
1344,1
1345,0
1346,0
1347,0
1348,0
1349,0
1350,0
1351,1
1352,1
1353,0
1354,0
1355,0
1356,0
1357,1
1358,1
1359,1
1360,0
1361,0
1362,1
1363,0
1364,0
1365,1
1366,1
1367,0
1368,1
1369,0
1370,1
1371,0
1372,0
1373,1
1374,0
1375,1
1376,0
1377,0
1378,0
1379,1
1380,0
1381,1
1382,0
1383,1
1384,0
1385,0
1386,0
1387,0
1388,0
1389,0
1390,1
1391,0
1392,1
1393,1
1394,0
1395,0
1396,0
1397,0
1398,0
1399,0
1400,0
1401,0
1402,0
1403,0
1404,0
1405,0
1406,0
1407,0
1408,1
1409,1
1410,0
1411,0
1412,0
1413,1
1414,1
1415,1
1416,0
1417,0
1418,0
1419,0
1420,1
1421,1
1422,0
1423,0
1424,0
1425,0
1426,1
1427,1
1428,0
1429,1
1430,0
1431,0
1432,0
1433,0
1434,1
1435,1
1436,1
1437,0
1438,1
1439,1
1440,0
1441,0
1442,0
1443,1
1444,0
1445,1
1446,1
1447,1
1448,1
1449,1
1450,0
1451,0
1452,0
1453,0
1454,0
1455,0
1456,1
1457,0
1458,0
1459,0
1460,0
1461,0
1462,0
1463,1
1464,0
1465,1
1466,0
1467,1
1468,0
1469,1
1470,0
1471,0
1472,1
1473,0
1474,1
1475,1
1476,0
1477,1
1478,0
1479,1
1480,0
1481,0
1482,1
1483,1
1484,0
1485,1
1486,0
1487,0
1488,0
1489,0
1490,0
1491,1
1492,0
1493,0
1494,1
1495,0
1496,1
1497,0
1498,1
1499,0
1500,1
1501,1
1502,0
1503,0
1504,0
1505,0
1506,1
1507,1
1508,1
1509,0
1510,1
1511,0
1512,0
1513,0
1514,0
1515,1
1516,1
1517,0
1518,1
1519,1
1520,0
1521,0
1522,0
1523,0
1524,0
1525,0
1526,0
1527,0
1528,0
1529,0
1530,1
1531,1
1532,0
1533,1
1534,0
1535,1
1536,0
1537,0
1538,1
1539,0
