Category,Text,split
negative,yo bien tonta gaste en suscribirme al canal de bts en v live pensando que ten a que hacerlo para ver el comeback ,train
negative,sudando la gota gorda cenita tortillasdeharina huevoconchorizo frijolesenbola salsita url ,train
negative,traigo un conflicto bien ca on con las narices feas ,train
negative,gracias por tan cabrona letra ! sidu martinez un honor trabajar con usted hermana ! ! ! studio url ,train
negative," usuario y porqu wannabe ? digo , o sea , veo que andas mamando con que yo , que wannabe , que la madre ",train
negative,jaja pues es que s . ahora s todos lo van a amar y se les va a olvidar c mo lo tundieron por no ,train
negative, por que verga mis vecinos son tan perros asquerosos ? alv ,train
negative,no mamar ha sido el peor a o de toda mi maldita vida ! ! ! ! ,train
negative,te ayudo a estirarte abriendo tus piernas mientras empujo mi verga en tu panochita con fuerza y masajeo tus ricas tetad ,train
negative,"yo tambi n fui una psic pata loca esp a y dem s , lo cual agradezco porque ahora me da mucha hueva todo ese pedo elquebuscaencuentra ",train
negative,"estoy leyendo las respuestas a esto y , verga , tienen un chingo de pedos . ",train
negative,ya que deje de llover chingada madre ,train
negative,"pel cula marica memorias de lo que no fue . usuario cine tonal usuario in mexico , df ",train
negative,en todas las putas religiones ah nos vamos a ver ,train
negative,porque no se ponen condones cuando tienen relaciones ? luego les salen hdp ,train
negative,"me est dando una sed cabrona , de la que te hace mezclar alcohol con malas decisiones . sed de la mala . ",train
negative,el primer paso para volver a empezar es aceptar y reconocer que la has cagado jamasmerendire ,train
negative,ojal todos en el mundo fueran tan ciegos como yo para que no pudieran ver los kilos de verga que te valgo . ,train
negative,"como dijera el ferraz , ya se lo llev su puta madre ",train
negative,"puta madre , me vengo enterando que el mes pasado regalaron bayonetta ",train
negative,met putos goles hoy y de verdad qu puta rabia ten a acumulada ya hace varios d as . los goles me ayudaron a sacar todo lo malo . ,train
negative,estuvi ramos cojiendo pero est s dormido disque porque est s cansado y as no se putas puede ! ,train
negative,cuando tu vida se resume a estar en un clubmediafest est s de la verga . ,train
negative,"es cagado cuando alguien que no me dice lintu com nmente , lo hace ",train
negative,qu horrible ser mujer y tener que vivir cuid ndote de todos los hombres que se te cruzan . ,train
negative,aqu la respuesta . y esos que no lo sepan y est n mamando primero informense . que pueda o no gustar es otro rollo ,train
negative," usuario y lee libros como las feas pero ella nunca es fea , siempre est preciosa . ",train
negative," usuario nos tapamos los ojos cuando pasen cosas feas , andaleee ! ",train
negative,"all en europa est n perfectas las putas fechas , eh ",train
negative,porque cuando me subo a mi puto burro no hay quien me baje ,train
negative,de qu putas sirve que graben en el ultra si sus audios est n re culeros ,train
negative,soy de esas personas a las que les puedes confiar tus secretos . porque me valen verga y se me olvidan bien r pido . ,train
negative, todoelmundomediceque cuando te casas ? yo me hago la loca y les digo las saladitas son horneadas . . . ,train
negative,"los profesores piensan que les tengo miedo porque mi mam esta en la escuela , si quiero los corro alv , mi pap es obama ",train
negative,otra muestra de mis gina y violencia contra las mujeres en xoz de usuario copred cdmx url ,train
negative,no pueden decir que les gustan los mallones blancos de los pats . tan putos . ,train
negative,te la mamaste en eso de hacerme confiar de nuevo en ti . ,train
negative,ya pas de moda ser lesbiana machorra pelocorto ! ,train
negative,"si pero no se quejan de que no los apoyaran , solo les dicen putos es todo ",train
negative, por qu les da verg enza decir que son bien borrachos ? a m me vale madre y lo acepto . ,train
negative,"si , estoy bien pinche enganchado a alguien pero me caga parecer de esos perros que entre mas los mandan a la verga mas quieren a su due o . ",train
negative,lunes de cambiar h bitos . . . se traga una gorda de chicharr n prensado ,train
negative,bueno tengan un buen inicio de semana dormir muy feliz ma ana estudiar como loca kyutin magozy ,train
negative,suuu vg me deje ir como gorda en tobog n ,train
negative,por la tarde escuch a un tipo diciendo a otro que estar en paz consigo mismo era muy joto . mascuilinidadfr gil m sfr gilquel minaoxidada ,train
negative, es en serio que hay una canci n en bachata que trata de una mam luchona ? as dice textual ,train
negative,tengo mucha tarea y la tengo que acabar hoy porque ma ana toca party loca ,train
negative,"ni hablar mujer . . . traes pu al y si , eres una chingona , jajaja y tambi n bien linda , pos como no , quien dijo no ? ",train
negative,m s por la trayectoria q tiene la chilindrina . . . . . esto ! el final si da medio miedo xd la hacen como una loca ,train
negative,yo t doy verga mamasita asta q t tiemblen las piernas y para q mames asta q te canses y si te gusta ps ,train
negative,con esa cinturita y culito empinado cualquier activo se da su buena atascada con estos culos jejejeje ,train
negative,audi ya se volvi luchona . ,train
negative,a coger y mamar que el mundo se va a acabar buenviernes ,train
negative,"a mi morrito le prende que le diga que me encanta su v word , as que me vale verga ",train
negative,"oye usuario no es que me espante , pero veo el programa con ni os y no me parece que dejen los puto , pinche , pendejo , etc . ",train
negative, usuario y que estoy viendo la serie de lupe d alessio . y sus pelucas son muy feas y tristes . ,train
negative, usuario yo no puedo creer que haga participaciones tontas por pensar en que shawn casi ya llega . ,train
negative, sufrir por ti ? ni que fueras el quesito amarillo de mis papas a la francesa . me pongo como loca cuando me dicen que no tienen ,train
negative,feliz cumple madre te amo usuario ,train
negative,"wey , neta est s cabrona amiga , el vato apenas y te habla y tu ya est s enamorada ",train
negative, usuario usuario usuario usuario pusss es periodista de largo tiempo . . . . mira que el seguimiento a delarosa es digno de un buen chayo . pero bueno . . . el hambre es cabrona . ,train
negative,este fin com como gorda . como todos los fines de semana de mi vida . ,train
negative,"mira , me duele aqu , entre el h gado , el coraz n y el amor propio , c mo no voy a pinche guacarear , si tengo putas n useas en el alma ? ",train
negative," aqu est n las sugerenciaselbaj o de hoy en usuario e ! sopa de chicharr n , chile en nogada , dulce de camote url ",train
negative," usuario haaaaaaa especifica , yo pens , ya me ganaron , alguien ya la hizo mam luchona ",train
negative,"o sea , s estoy ecuchando ya te vele de los tigres del norte pero eso no quiere decir que este ardida . ",train
negative,no es cierto por algo la verga se me pone bien dura por tus tetotas y tu culo redondo ,train
negative," usuario jajajajajaja . lo siento , princesita . ta cabr n ste pedo . . . ",train
negative,por que putas por tierra ? por qu putas ravens ? ? ,train
negative,voy descubriendo que poder escribir en japones en android es un puto desmadre . . . . cada d a extra o m s ios ,train
negative,"que mierda tan awkward hablar con manolo cardona holand s , no s ni que putas decirle . ",train
negative,"si lees bien el tuit , estaba tragando cereal y no verga ",train
negative,hay un puto mosquito que me anda jodiendo la existencia peque o insecto . . . ojal te mueras por intoxicaci n por ingerir mi sangre . ,train
negative,"mucho qrobus , mucho crecimiento y desarrollo pero quer taro no puede tener un puto oxxo hrs ",train
negative,"amigos , tienen que leer esta puercada , est muy pasada de verga ",train
negative,"levanten bien los putos pies al caminar , ni eso quieren hacer huevones . ",train
negative,"wey , en espa a , the hangover o qu pas anoche ? se llama el resac n . verga . ",train
negative,"que pedo putos , ya de vuelta por ac y listo para morbosear axilasapestosas gaysniffee ",train
negative," usuario tel sfora o panchita , la luchona cu l queda mejor ? ",train
negative," sarcasmo han d estar ahorita bien divertidos disfrutando de su agua loca , superaron la receta , oja ",train
negative,nunca se hab an cagado tanto en mi como esta persona ,train
negative,te silencie porque la parte que m s me gusta de tu fue la que me mand a la verga . ,train
negative,es muy riko chupar una verga peluda soloheterosmach ,train
negative," el coraz n tiene m s cuartos que un hotel de putas , gabriel garcia marquez . ",train
negative,chicuelos dia de cuernavaca escort citas caliente putas tetas en renta disponible hasta las pm ,train
negative,en serio este video se merece rts de madre polloalatomo elfuegonosune que chingoneria . ,train
negative,jaaa ! ya extra o empedar la vida loca contigo amigui diegui ,train
negative,descubrir la verga de tu amigo hetero no tiene precio . ahora m s que nunca quiero estar pegado a l . en su verga . ,train
negative, usuario es una mam luchona ,train
negative,la celebraci n de la selecci n argentina en los vestidores no me importa lo que digan esos putos periodistas ,train
negative, usuario esooooooo ! si claro fui con la hijas de su madre ! jejejej ,train
negative,laic si me veo gorda en esta foto se ve bien rik likes . ,train
negative,el papa francisco proclam santa a la madre teresa de calcuta redmx usuario ,train
negative,hoy con el regreso de usuario y despu s de escuchar particlesofhumanityvol amp he recuperado mi f en la humanidad . te extra marica ! ,train
negative, usuario acciones y medidas tontas y absurdas url ,train
negative,perfecta posici n para que est s montada en mi verga as con uniforme ,train
negative,"ay cabr n , mejor el profe lapuente url ",train
negative,"todo mundo sabe que las hijas de papi , coshan como putas sin moral . menos yo , yo soy ni a bien de toda la vida y coshare hasta el matrimonio ",train
negative,"como puede ser que existan personas que despiertan de malas , tan shula la vida , no mamar estamos vivos y eso es lo que importa viernes paz ",train
negative,"me siento bien pendeja al defenderlo , por todo lo que me hizo . pero es que no me gusta que hablen mal de l . . . sea lo que sea . ni yo lo hago ",train
negative,todos durmiendo y yo parti ndome la madre con la tarea . ya odio la escuela . ,train
negative,no tolero a los hombres q dicen im gonna wife her o la voy a hacer mi mujer . . o sea . . que putas ? ni q fuera tu cosa para hacerla tuyo ,train
negative,oigan y para cuando dejan de ser unos hijos de su puta madre los hombres ? ,train
negative, todoibabienpero flash decidi viajar en el tiempo . bien verga . ,train
negative," usuario desahoga zaragoza , no jueguen , ya pasaron tres trenes vac os y el and n est hasta la madre . ",train
negative,"estas nuevas generaciones valen camote , mis hijos ser n metaleros alv . url ",train
negative," mexicovshonduras mejor manden a honduras a actuar eso si lo hacen bien , hay puro maricon ahi ! ",train
negative,se los juro que no es que me valga verga . sino que me estuvo mentalizando un a o a que no era feliz conmigo . ,train
negative,"no est mal decir verga . por ejemplo , paraguay vali verga en el f tbol . ",train
negative,golosota panocha peluda me encantan la verga de los maduros ,train
negative,y q culo q se antoja mamar chupar y morder esas ricas nalgotas ,train
negative,desde hace como un mes lo nico que veo a diario son mis putos medicamentos ,train
negative,para qu chingados traen celular si no van a contestar los putos mensajes y llamadas ? ,train
negative,"yo ya era fan de renato ibarra desde que me lo encontr en una fiesta de putas en la condesa , no se quieran subir al barco , villamelones . ",train
negative,s bele a esa madre wey usuario las chicas lindas es un rolon ,train
negative, usuario nunca le he cre do su pose de mujer luchona y altruista . ,train
negative,"fui a la tienda y mir en el refri una bohemia etiqueta chocolate . escuche dos voces se ve rica . wey , no seas joto . ",train
negative,"estoy llorando ahora mismo . te extra o mucho , putita ",train
negative, verga ! pens que era porque me ve as muy desnutrido . me dirijo entonces al gomiseo extremo de la muerte . ,train
negative,"oigan , ayuda . una parte de mi cabeza est loca , otra parte de la misma trata de evitar ese impulso de locura . ",train
negative,"por jes s delgado guerrero en octubre de , la academia de ciencias anunci en estocolmo el nombre del ganador . . . ",train
negative, la vejez . . ! ! es un limite . . o el dinero ! ! por que sin dinero no hay putas ! ! jajaj ,train
negative,entre los huracanes bombas de hidrogeno norcoreanas y tu indiferencia a este mundo se lo lleva la verga . ,train
negative,aparte maneja como si se estuviera cagado . ayudaaaaaaa ,train
negative,yo me pongo a tus rdenes con mi culo bien caliente para disfrutar de tu rica y babienta verga papasito ,train
negative,"es la opini n de la morra y la respeto . me parece que est de la verga , pero la respeto . es mi opini n y ctm si no la respetas . url ",train
negative,"si a n te queda un poco de dignidad hacia tu afici n , vas a salir a partirte la madre ante morelia p rtanselamadre cruzazulesgrande url ",train
negative,qu pedo con mi insomnio todas las putas noches ,train
negative,"no , la vida no te pone en el lugar indicado . o le chingas o nadie te har el favor . lo dem s viene por a adidura . ",train
negative," usuario es que bueno , yo pongo cosas tontas aqu , muchas son como sarcasmo , otras tonter as . nada es verdad . ",train
negative, usuario usuario usuario cuando menos ya sabemos quien buscara otro hueso para ojala que ninguno porque ya bastante la ha cagado usuario ,train
negative,s buena y llorar s . s cabrona y llorar n por ti . ,train
negative," usuario hubieras avisado cabron ! no hubiera ido por ti , pero de todos modos avisa wey ! ! ! ",train
negative,"como cada a o va a estar el clima de la verga para mi cumplea os . gracias vida , no mms . ",train
negative, usuario borracha jajajja me haces el d a hdp jajajja tambi n te amo y te extra o ,train
negative,"esa chica un poco loca , que sol a estar cantando por el barrio . esa chica tan risue a con el pelo alborotado . lovg ",train
negative,si ya sabes que me enojo rapido para que le chingas ,train
negative,vi un cap tulo y est de la verga . un atentado contra mi machorra infancia . ,train
negative, usuario siempre no vali madre jaja ,train
negative,"mi tia me debe pesos , cuando putas me los ira a pagar ",train
negative,a las putas tambi n las sacan de trabajar de los congales . informaci n que cura . ,train
negative,punto para mi ,train
negative,yo nom s se que el karma llega y bien cabron ,train
negative, casa sola ! perspectiva fiesta loca con todos tus amigos . realidad ir al ba o con la puerta abierta . ,train
negative,nmms est n sp feas las historias de miami ,train
negative,est bien cagado encontrar a gente que conoces en el tinderajajaja ,train
negative,"diosito dijo dejar s a tu padre y madre y formar s una nueva familia , no que vas a estar pegado a mam y pap por siempre por eso soy ateo ",train
negative,"dice que soy un marica porque no le contesto sus preguntas morbosas y pornograficas , hasta se ha de estar d ",train
negative,"si tu vieja se r e como puerquito esa vieja es la indicada , si no le hace como puerquito m ndala a la verga . ",train
negative,"siempre me deprimo porque estoy gorda y porque siempre rompo la dieta jajaja , quisiera ir al gym pero soy pobre y amo comer todo el d a ",train
negative,no es la m s larga ni la m s gorda . pero nuestra complicidad es la que me enamora . para hacer el amor . s lo l . mmiamor ,train
negative, mam luchona ! dej su hijo por minutos en el auto por ir de compras al centro ,train
negative,llenaria un teibol con estas putas ! ! ! ganas que tengo de verte . u . u ,train
negative,lo m s triste es que el vato tiene putos a os y ya odia el culero c ,train
negative,"que bonito dia y que agradable ma ana , perfecta para valer verga ! ! ",train
negative,y usuario multar o s lo multa por decirles putos ? ,train
negative, usuario as se ores por eso tantos huracanes s lo avisaban que cosas feas ven an jajaaja pero esto es una peli de terror ,train
negative, masterchefmx esa betty debe ser jueza de un casting porno sabe que el chile est bien pelado y que come mucho camote ,train
negative,lo necesito ! ! ! ! no me puedo decir gorda profesional si no tengo unoooo ,train
negative, te pones shorts en la playa porque est s gorda ? o s lo porque eres naca ? ,train
negative,"cre que no pod a estar m s gorda pero si , si puedo ",train
negative,"a veces les facilito las cosas , mando a la fregada . ",train
negative,jajajajajajajajaj oook ! . . . . pinche d a de la verga jajajajajajajajajajaja me doy . . . jajajajajajajajaja a ,train
negative,"o sea qu pedo ? creo que me enfieste muy temprano apenas son las y ya ando medio mal , putas lleguen ya ",train
negative," usuario yo m s , jajaja cuando en la fray se exente con , ese d a mama prieta tendr una abundante y esponjosa cabellera . ",train
negative,y jimmy qu putas ! ? tambi n le dijo non grata a ximena ,train
negative," usuario usuario usuario que bueno que golfa y prostituta no son palabras de odio , entonces ser n de amabilidad . . . gente piense de veras antes de hablar ",train
negative,estoy en un mood de todos valgo verga y tambi n yo . ,train
negative,"okay , olviden mis tweets de odio y desamor simplemente estoy loca ",train
negative,"el macho querr sexo ilimitado , sin compromiso , sin tanto rollo e inmediato . no se porque no entienden que por eso gustan de las putas . ",train
negative,"mmmm . . . ya van a empezar a mamar que si mejor caracteres , que mal gusto los . . . bla bla bla . ",train
negative,aunque las digo lo suficientemente frecuente como para tener que moderarme enfrente de mi madre o mi abuela . ,train
negative,"me pase al nuevo esquema de pensiones de afores , ya no soy una carga para el estado hijos de sus putas madres ",train
negative,estoy hasta la madre de todas las publicaciones que hacen referencia a que todos los hombres son iguales ,train
negative,"en pleno , comprando una tarjeta de internet , putos pueblitos precarios ",train
negative,"correos putos , el problema ac es que yo lo necesit para el domingo y si ma ana no lo traen me mat ",train
negative, qu alguien salve a la gorda ! ,train
negative,"viernes , pm , enyesada , fea , gorda , limpia y sin amigos . ya vengo , voy a matarme . ",train
